0.011511,0.33348
0.067153,0.092767
0.15487,0.16742
0.22513,0.20237
0.32601,0.26017
0.33604,0.10723
0.35763,0.19671
0.52677,0.38872
0.60471,0.23223
0.67993,0.27944
0.68806,0.22448
0.71445,0.28196
0.8347,0.4512
0.90823,0.40055
0.91113,0.37815
0.94229,0.52874
0.9673,0.49328
1.0563,0.54522
1.0622,0.43959
1.0777,0.55612
1.194,0.35379
1.2061,0.59955
1.2801,0.50528
1.3317,0.45946
1.4987,0.58246
1.5272,0.43291
1.5366,0.55255
1.564,0.61484
1.6148,0.51421
1.6717,0.5662
1.7112,0.53317
1.7339,0.53157
1.7587,0.59248
1.7813,0.58853
1.7877,0.60453
1.8866,0.48077
1.9043,0.51058
1.9092,0.60675
1.9175,0.53556
1.9812,0.575
2.0893,0.53762
2.2404,0.58252
2.2619,0.50589
2.3623,0.54809
2.4071,0.73373
2.4285,0.56948
2.5181,0.67076
2.5479,0.40864
2.5644,0.58858
2.6073,0.53847
2.6528,0.5938
2.6647,0.69257
2.6906,0.53399
2.6912,0.40122
2.8101,0.57918
2.875,0.43061
2.8906,0.76975
2.9044,0.61043
2.9198,0.53686
3.0145,0.56752
3.1272,0.63126
3.196,0.65336
3.2247,0.56656
3.2515,0.46846
3.3949,0.66278
3.4112,0.51041
3.4388,0.39283
3.4446,0.4367
3.5022,0.72447
3.6892,0.55655
3.7241,0.48869
3.7627,0.58928
3.8462,0.47282
3.8677,0.51471
3.9094,0.54458
3.9926,0.51718
4.0762,0.24376
4.1616,0.40533
4.168,0.42919
4.1774,0.39076
4.2284,0.21302
4.2289,0.62033
4.2345,0.20457
4.2435,0.4333
4.2526,0.46707
4.2573,0.32336
4.2825,0.43993
4.3165,0.35736
4.3239,0.55382
4.4009,0.49305
4.5014,0.33857
4.538,0.4578
4.5742,0.54444
4.5873,0.28359
4.6073,0.49717
4.6092,0.42603
4.6245,0.45703
4.7092,0.30487
4.7136,0.3253
4.7349,0.35207
4.8202,0.41511
4.8969,0.40758
5.1805,0.33086
5.1859,0.43459
5.2165,0.36589
5.2688,0.30745
5.2714,0.17792
5.3086,0.23664
5.3133,0.35152
5.3913,0.36293
5.4074,0.29694
5.4659,0.26404
5.4787,0.12243
5.612,0.10389
5.7621,0.15533
5.8225,0.066712
5.8299,0.23599
5.8407,0.27337
5.8951,0.26593
5.9436,0.23111
5.9852,0.3248
6.0217,0.31672
6.073,0.17868
6.0739,0.18763
6.1096,0.2396
6.1346,0.13987
6.1709,0.28286
6.2797,0.13389
6.3579,0.32724
6.3771,0.23042
6.3853,0.20513
6.4444,0.21019
6.4476,0.15592
6.4762,0.24442
6.4899,0.17984
6.5445,0.41409
6.5686,0.18503
6.5961,0.10583
6.6194,0
6.6201,0.42578
6.6634,0.1411
6.6653,0.44561
6.6783,0.22507
6.6918,0.27739
6.7181,0.34301
6.7533,0.2087
6.7612,0.25566
6.7902,0.10534
6.8336,0.13022
6.9514,0.20112
6.9595,0.14697
6.9811,0.2778
6.9989,0.22433
7.011,0.13491
7.0928,0.0541
7.1836,0.20384
7.2176,0.39206
7.2244,0.16491
7.3025,0.2298
7.3786,0.18775
7.3843,0.25967
7.655,0.10152
7.7016,0.24607
7.7029,0.29366
7.788,0.084004
7.8052,0.32771
7.8474,0.29893
8.0033,0.27435
8.0336,0.33627
8.1755,0.28103
8.1776,0.35949
8.1815,0.19607
8.1998,0.35241
8.2438,0.2801
8.2531,0.3697
8.3138,0.49697
8.3292,0.28676
8.4193,0.34776
8.4439,0.46172
8.5552,0.15995
8.6994,0.30055
8.7537,0.34878
8.7965,0.60618
8.8187,0.4311
9.0631,0.52558
9.1599,0.54838
9.1742,0.5181
9.2033,0.55972
9.4274,0.65643
9.4362,0.64774
9.4517,0.53317
9.5163,0.78124
9.5769,0.55474
9.6865,0.72587
9.7297,1
9.8164,0.97481
9.8266,0.87939
9.8305,0.80389
9.8406,0.89247
9.9908,0.90748
